"","response.docs.lead_paragraph"
"6066","DES MOINES — It has become political lore, repeated on cable airwaves and by Democratic campaign consultants, even presidential candidates. In 2008, as the story goes, black voters were uncertain about Barack Obama’s presidential candidacy until he won the Iowa caucuses, after which they rallied around him over the onetime front-runner, Hillary Clinton."
"6067","In 2004, a helicopter flying at night over the Gulf of Mexico plunged into the water, killing all 10 people on board. Had the aircraft been equipped with a system to warn the pilots of the impending impact, the crash could have been prevented, investigators for the National Transportation Safety Board determined."
"6068","DES MOINES — Former Vice President Joseph R. Biden Jr., after coming under assault at the impeachment trial, plans on Thursday to offer a forceful rebuke of President Trump that will double as a closing message ahead of the Iowa caucuses on Monday."
"6069","To the Editor:"
"6070","As the questioning began on Wednesday, yet another Republican, Senator Cory Gardner of Colorado, made it official: He would not vote for witnesses and documents. Mr. Gardner was never a leading candidate to buck his party, but as a Republican up for re-election this fall in a Democratic-leaning state, he refused for days to commit one way or another. "
"6071","If you are a New Yorker and sort your recycling at home, as city law mandates, you probably wonder, as you rinse bottles and stack junk mail and scrub yogurt containers: Does all this effort make a difference?"
"6072","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox."
"6073","WASHINGTON — After six days of carefully choreographed oral arguments, President Trump’s impeachment trial is about to enter a volatile phase as senators are allowed to ask whatever they want of House prosecutors and White House lawyers."
"6074","A police corporal in Maryland was charged with second-degree murder on Tuesday in the fatal shooting of a suspect who had been handcuffed in the front passenger seat of his patrol car the previous night, the authorities said."
"6075","DOYLESTOWN, Pa. — The scene was almost quaint, this cowboy-hatted neophyte preaching his gospel as about 15 supporters, peering out from snow-drenched hoodies, nodded along. Glimpsed from afar, it seemed a reminder that even in 2020, politics still boils down to this: small-town voters braving the elements to listen to an underdog candidate speak truth to power."
"6076","Note to Teachers: The article linked below contains photographs from the Holocaust and includes images of violence and murder. Please preview before sharing with students."
"6077","INVISIBLE AMERICANS The Tragic Cost of Child PovertyBy Jeff Madrick"
"6078","Senator Rick Scott, Republican of Florida, released a list of questions for both the House impeachment managers and President Trump’s legal defense team ahead of Wednesday’s proceedings, the beginning of the question-and-answer period for senators. "
"6079","Amid the tributes to Kobe Bryant on Sunday — dedications at the Grammy Awards, condolences from presidents, messages written on the sneakers of N.B.A. players — there was a Twitter post from the blockchain company Tron Foundation."
"6080","Ben Smith, the editor in chief of BuzzFeed, who built a hard-hitting news operation within a digital media organization better known for clickbait and listicles, will be The New York Times’s next media columnist."
