"","response.docs.lead_paragraph"
"5406","The top U.S. health official warned that the coronavirus outbreak, which has already sickened nearly 80,000 people in 37 countries, could hit the country hard, as chaos in the rest of the world drew attention to the need for a global game plan."
"5407","ATLANTA — Between the summer of 2016, when the Atlanta rapper Lil Baby got out of prison on drug and gun charges, and the end of 2018, when he solidified himself as a formidable presence in hip-hop, he released seven full-length bodies of music, resulting in a pile of smash singles that have gone platinum a combined 12 times over."
"5408","In October 2017, I let out a big exhale when Harvey Weinstein became the target of accusations in the #MeToo movement and Roy Moore, Louis C.K., Matt Lauer and Garrison Keillor immediately became part of the growing list of those who allegedly sexually harassed women and girls. As a feminist activist, I celebrated the public shaming of these men. As a black woman who has survived sexual violence, I quietly applauded the new narrative on rape and race in America that I saw unfolding."
"5409","This article is part of our continuing Fast Forward series, which examines technological, economic, social and cultural shifts that happen as businesses evolve."
"5410","To the Editor:"
"5411","Virgil Abloh, the founder of Off-White and the men’s wear designer of Louis Vuitton, is the kind of fashion figure that seems to demand comparison."
"5412","As cases of the coronavirus continue to multiply in China, and concerns about the disease have led travelers to cancel upcoming trips to other Asian countries, tourism officials in Alaska see an opportunity."
"5413","Almost 18 months after a series of explosions in northeastern Massachusetts in 2018, a gas company has agreed to plead guilty to violating federal pipeline safety laws, pay a $53 million fine and sell its business in the state, the authorities said Wednesday."
"5414","WASHINGTON — An urgent push by Congress to renew several expiring F.B.I. surveillance powers foundered on Wednesday, as House Democrats feuded privately over stronger privacy protections and Republicans remained uncertain about what President Trump, a vocal skeptic of government spying, would accept."
"5415","PORT-AU-PRINCE, Haiti — The Haitian Ministry of Defense said Monday that a soldier had died from wounds suffered during an exchange of gunfire with police officers protesting outside army headquarters."
"5416","The rules were simple. Whenever Madonna sang, we strutted our stuff up and down the matted blue carpet. If the music stopped, we struck a pose in front of the full-length mirror."
"5417","Most experts recommend that pregnant women take a daily supplement of 400 units of vitamin D. Now a randomized clinical trial suggests that a much larger dose may be beneficial for children’s bone health."
"5418","STANFORD, Calif. — Sabrina Ionescu’s strength inspired her Oregon coaches and teammates all day, from the way she courageously spoke at the memorial service for Kobe Bryant in Los Angeles earlier in the day, then flew back to the Bay Area and took the court shortly after vomiting in the locker room, all before leading the Ducks with yet another brilliant performance on both ends."
"5419","WASHINGTON — Senator Mitch McConnell is about to plunge the Senate into the nation’s culture wars with votes on bills to sharply restrict access to late-term abortions and threaten some doctors who perform them with criminal penalties, signaling that Republicans plan to make curbing a woman’s right to terminate a pregnancy a central theme of their re-election campaigns this year."
"5420","Metformin, the world’s most widely prescribed diabetes drug, might do more than control diabetes. A study in Scotland in 2005 found that people taking metformin were 23 percent less likely to get cancer, suggesting that it might also prevent cancer. Other studies are exploring metformin’s ability to treat cancer, alone and in combination with other therapies."
"5421","Diana Taylor, the longtime partner of Michael Bloomberg, this week defended the presidential candidate’s use of nondisclosure agreements, telling those who may be bothered by them: “It was 30 years ago. Get over it.”"
