"","response.docs.lead_paragraph"
"6043","The coronavirus pandemic has put severe stress on millions of people in recovery for substance use issues, as well as on friends and family who are trying to stand by them. Connection is considered an antidote to addiction, but the bans on gatherings have abruptly shut down support groups, leaving many people floundering for safety nets."
"6044","Every day, since late last week, the emails have been landing in my inbox. “New Sale Markdowns!” “Enjoy an additional 20% off!” “Flash 40% Off Sale!”"
"6045","This editorial has been updated to reflect news developments."
"6046","The European museum director asked me my field of study, and I replied, “icons of the Virgin Mary.” His silver beard unsuccessfully concealed a snicker. “Men don’t typically study Mary,” he told me. I suppose I might have shifted the conversation to sports, but, as the respective footballs of our continents are different shapes altogether, the exchange ground to an awkward halt instead, as did any prospects for the fellowship I was seeking."
"6047","Over the last couple of weeks, some shoppers have been stocking up on more than just soap and pasta. For those who are able and healthy and who look at self-care like home improvement — necessary to maintaining both standards and self-regard — a different type of staple has become essential to get through the socially distanced days ahead."
"6048","“I’m 84 years old, so staying confined to the house for protection,” wrote Marcia Savin, a children’s book author and teacher who lives alone in the Cobble Hill section of Brooklyn, on the neighborhood social networking app Nextdoor."
"6049","(Want to get this briefing by email? Here’s the sign-up.) "
"6050","Test your knowledge of this week’s health news."
"6051","Most people will get COVID-19 at some point during the pandemic. Here’s how to care for someone with mild to moderate symptoms in your home."
"6052","No matter how much free time you have this weekend, we have TV recommendations for you. Come back every week for new suggestions on what to watch."
"6053","Maybe they’re looking for a glimpse of the apocalypse."
"6054","PARAMARIBO, Suriname — Suriname ground to a halt on Wednesday as its banks, shops and factories shuttered in a showdown between its beleaguered private sector and its authoritarian government over how to respond to a deepening economic crisis."
"6055","WASHINGTON — The White House had been preparing to reveal on Wednesday a joint venture between General Motors and Ventec Life Systems that would allow for the production of as many as 80,000 desperately needed ventilators to respond to an escalating pandemic when word suddenly came down that the announcement was off."
"6056","The federal government’s planned $2 trillion economic rescue package includes financial aid for individuals and industries that are struggling to survive the coronavirus pandemic."
"6057","Two years ago, after revelations a team doctor had abused hundreds of gymnasts, the United States Olympic and Paralympic Committee underwent an overhaul designed to restore and instill confidence and trust among thousands of American athletes."
